price,date,time
1.5154325303927045,2021-01-01,00:18:02
1.558421870573475,2021-01-01,01:17:01
1.576917526816019,2021-01-01,02:16:41
1.5849280322645154,2021-01-01,03:16:32
1.5918066468442742,2021-01-01,04:16:17
1.6056582132137365,2021-01-01,05:29:59
1.6287205257482167,2021-01-01,06:28:33
1.6316373339750454,2021-01-01,07:28:44
1.5923729748356488,2021-01-01,08:27:51
1.5944791867208803,2021-01-01,09:22:27
1.5760947340023912,2021-01-01,10:04:12
1.629519298051205,2021-01-01,11:31:28
1.6383642084980286,2021-01-01,12:33:40
1.5880342335999802,2021-01-01,13:27:02
1.6166913679745458,2021-01-01,14:18:33
1.6336287309202875,2021-01-01,15:19:03
1.6425565642276276,2021-01-01,16:19:01
1.7082505058909114,2021-01-01,17:28:04
1.6641173698464726,2021-01-01,18:04:45
1.7377346120026695,2021-01-01,19:04:06
1.7296925957635731,2021-01-01,20:08:29
1.7635387946333088,2021-01-01,21:13:11
1.7932744085124317,2021-01-01,22:18:30
1.8027687948730615,2021-01-01,23:19:05
