price,date,time
1.0700705436316933,2022-01-30,10:40:12
1.0708862542839939,2022-01-30,10:44:25
1.0707908148605112,2022-01-30,10:50:00
1.0708443669848093,2022-01-30,10:54:38
1.0712068953314389,2022-01-30,10:59:20
1.071046142189684,2022-01-30,11:04:58
1.0709212403918535,2022-01-30,11:10:12
1.0706797942954216,2022-01-30,11:13:32
1.0703177309887064,2022-01-30,11:19:50
1.0712993739429646,2022-01-30,11:23:29
1.0697704511668271,2022-01-30,11:29:47
1.0686655017658921,2022-01-30,11:33:31
1.0679728321036268,2022-01-30,11:40:12
1.067685044453379,2022-01-30,11:44:12
1.067426435306491,2022-01-30,11:49:55
1.0678621544161948,2022-01-30,11:54:30
1.0696405862241494,2022-01-30,12:00:51
1.0692287793229416,2022-01-30,12:04:53
1.068453887261407,2022-01-30,12:10:16
